basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean
PL000874,150230060,SURHÓW,PL,PL_IMGW,Wojs³awka (2434),23.26796833333333,50.93699777777778,23.26796833333333,50.93699777777778,,255.23,255.0,0,0.0901147984171099,1985-11-01,2022-10-31,37,420,12783,10592,731.0,0.0,12783.0,0.0,C,,23,1,['PL000874'],0.308,0.211,0.753,0.981,0.816,175.818,14.861,0.136,0.583,0.571,2.222,,,0.0,1.422,2.085,1.466,0.523,0.089,19.634,1.226,4.0,260.943,4.796,3.0,308.138,237.898,183.522,2.436,71.874,0.02,0.641,0.144,11,3.748,0.0,0.0,29.381,70.619,70.619,0.0,0.0,29.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.836,130.0,40.0,54.594,40.113,38.18,21.707,6.434,1.402,0.881,0.114,0.473,0.039,0.58,0.164,0.21400000000000002,0.001,0.744,0.0,0.0,0.0,0.0,0.0,10.593,1.582,0.163,1.0
FR001884,P145401002,P1454010,FR,FR_EAUFRANCE,La Bertrande à Saint-Illide,2.310149,45.072246,2.310149,45.072246,458,115.0,120.145,0,-4.473913043478257,2002-10-11,2023-09-30,22,251,7610,5720,50.0,7234.0,0.0,376.0,C,['FR001883'],541,3,"['FR001883', 'FR001884']",2.266,0.688,0.635,3.352,0.498,130.722,22.428,0.088,7.91,8.065,2.515,93.037,13.299,0.0,3.328,2.207,0.663,-0.097,0.047,16.437,1.208,1.0,220.124,4.223,4.0,1694.641,850.432,463.156,12.635,6.024,36.121,0.449,0.238,2,0.96,68.188,27.599,4.213,0.0,0.0,0.0,4.213,0.0,27.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.188,0.0,0.0,25.531,74.46879206984805,0.0,0.0,0.0,0.0,0.0,0.0,111.803,130.0,70.0,63.235,35.369,44.082,20.549,6.541,0.936,5.08,0.203,0.676,0.007,0.0,0.446,0.339,0.209,0.446,0.0,0.0,0.0,0.0,0.0,4.223,,,1.0
FR002028,Q312001002,Q3120010,FR,FR_EAUFRANCE,L'Adour à Dax et à Saint-Vincent-de-Paul,-0.999516,43.734413,-0.999516,43.734413,3,7830.0,7737.222,0,1.1849042145593902,1956-01-01,2023-09-30,68,812,24684,12496,61.0,22409.0,769.0,1506.0,C,,741,86,"['FR004383', 'FR004384', 'FR004385', 'FR004386', 'FR004387', 'FR004388', 'FR004389', 'FR004390', 'FR004391', 'FR004392', 'FR004393', 'FR004394', 'FR004395', 'FR004396', 'FR004397', 'FR004398', 'FR004399', 'FR004400', 'FR004401', 'FR004402', 'FR004403', 'FR004404', 'FR004405', 'FR004406', 'FR004407', 'FR004408', 'FR004409', 'FR004410', 'FR004411', 'FR004412', 'FR004413', 'FR004414', 'FR004415', 'FR004416', 'FR004417', 'FR004418', 'FR004419', 'FR004420', 'FR004421', 'FR004422', 'FR004423', 'FR001980', 'FR001981', 'FR001982', 'FR001983', 'FR001984', 'FR001985', 'FR001986', 'FR001987', 'FR001988', 'FR001989', 'FR001990', 'FR001991', 'FR001992', 'FR001993', 'FR001994', 'FR001995', 'FR001996', 'FR001997', 'FR001998', 'FR001999', 'FR002000', 'FR002001', 'FR002002', 'FR002003', 'FR002004', 'FR002005', 'FR002006', 'FR002007', 'FR002008', 'FR002009', 'FR002010', 'FR002011', 'FR002012', 'FR002013', 'FR002014', 'FR002015', 'FR002016', 'FR002017', 'FR002018', 'FR002019', 'FR002020', 'FR002021', 'FR002022', 'FR002023', 'FR002024', 'FR002025', 'FR002026', 'FR002027', 'FR002028']",0.981,0.37,2.105,2.306,0.629,151.266,27.744,0.195,3.183,2.584,3.955,18.565,15.06,0.0,2.637,2.625,0.996,-0.177,0.004,16.654,1.29,1.0,221.92,4.241,4.0,2849.89,223.567,-23.321,3.904,66.069,5.204,0.534,0.207,11,21.808,0.39199999999999996,4.284000000000001,36.912,58.412,57.057,1.355,23.505,13.407,4.227,0.057,0.0,0.0,0.0,0.0,0.302,0.048,0.0,0.042,60.888,32.524,3.544,3.046,0.0,19.417,26.862,14.609,0.0,0.0,113.119,130.0,30.0,54.895,47.603,35.756,16.642,5.007,1.481,1.269,0.148,0.625,0.026,0.314,0.235,0.35,0.069,0.5489999999999999,21.0,21.0,56.0,17.63,80.6,1.247,1274.102,1428.716,19.0
ES000728,5090,"GUIJO, EL                          ",ES,ES_CEDEX,,-6.21491181,37.43651376,-6.21491181176706,37.43651376395037,31,672.0,578.594,2,13.899702380952371,1980-10-01,2019-09-30,38,415,12282,2796,1962.0,0.0,12282.0,0.0,D,,573,2,"['ES000699', 'ES000728']",0.317,0.253,2.115,6.709,0.246,113.13,55.477,0.0,1.568,55.433,8.211,243.351,34.238,0.142,1.379,3.613,2.619,-0.806,0.0,27.335,1.659,2.0,306.089,11.478,4.0,560.004,239.365,-97.754,6.025,30.917,5.665,0.589,0.227,9,4.814,21.42,0.0,61.793,7.316,7.316,0.0,55.661,6.132,0.0,0.0,0.0,0.0,0.0,0.0,13.003,8.417,0.0,0.0,6.051,12.77,58.188,22.991,0.0,1.927,4.124,0.0,0.0,0.0,65.407,130.0,0.0,43.602,47.246,29.088,22.799,14.873,1.414,1.013,0.089,0.469,0.008,0.09,0.32,0.101,0.458,0.41000000000000003,2.0,2.0,4.0,1.43,44.2,0.085,7.912,21.515,0.0
ITGR0008,6348600,LAVELLO,IT,IT_GRDC,ADDA,9.4359,45.7834,9.4359,45.7834,,,4578.171,2,,1946-01-01,2002-12-31,57,684,20819,20819,0.0,0.0,20819.0,0.0,B,,28,9,"['CH000020', 'CH000021', 'CH000110', 'CH000116', 'CH000188', 'ITGR0008', 'ITGR0009', 'ITLC0122', 'ITLC0124']",3.046,0.991,0.875,1.247,0.785,228.038,24.183,1.225,7.266,,,0.34,2.25,0.0,2.976,1.744,0.586,0.389,0.198,16.886,1.396,1.0,220.151,4.603,2.0,4002.666,1555.397,192.54,25.807,7.2,79.805,0.543,0.145,2,0.927,11.177,52.458,15.499,17.39,15.424,1.966,0.926,14.573,52.263,0.195,0.0,0.0,0.0,0.381,6.289,3.989,0.157,0.361,4.314,16.201,58.571,20.91492233608953,0.0,0.0,4.314,0.0,0.0,0.0,68.962,130.0,0.0,37.265,54.271,20.884,12.746,9.3,1.341,1.38,0.121,0.416,0.034,0.018,0.061000000000000006,0.42100000000000004,0.423,0.079,29.0,21.0,19.0,164.19,15479.12,21.93,51.791,22.601,6.0
CZ000298,249800,Nový Jičín,CZ,CZ_CHMU,Jičínka,18.0176923374778,49.5983581532603,18.0176923374778,49.5983581532603,,75.84,75.84,0,0.0,2006-07-01,2021-12-31,16,186,5663,5663,0.0,0.0,5663.0,0.0,B,,43,1,['CZ000298'],0.967,0.481,1.741,3.068,0.425,179.467,47.038,0.079,3.451,14.963,2.549,88.297,8.247,0.0,2.004,2.133,1.065,0.488,0.092,18.015,1.23,4.0,242.643,4.13,1.0,903.163,424.346,275.696,7.83,20.948,11.536,0.575,0.145,10,0.993,28.029,0.0,0.674,71.297,0.435,70.862,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.029,77.511,22.489,0.0,0.0,0.0,0.0,0.0,0.0,77.511,0.0,130.0,130.0,130.0,52.289,48.152,33.506,18.342,7.975,1.439,1.128,0.17,0.578,0.101,0.156,0.381,0.34199999999999997,0.015,0.537,0.0,0.0,0.0,0.0,0.0,9.245,0.0,0.0,0.0
DEBY0417,13322005,Kelheim,DE,DE_BY,Abens,11.83068909586314,48.81652831090168,11.83068909586314,48.81652831090168,358.03,368.3,361.693,0,1.793918001629114,1950-11-01,2023-08-19,74,832,24588,24168,2002.0,0.0,24588.0,0.0,C,,2,2,"['DEBY0417', 'DEBY0643']",0.685,0.334,0.522,0.635,0.805,171.569,14.994,0.406,1.199,0.758,1.417,,,0.0,2.035,2.176,1.069,0.334,0.065,17.838,1.19,4.0,236.248,4.15,1.0,533.721,447.989,357.646,3.433,46.999,0.004,0.533,0.125,9,13.323,0.0,0.0,90.476,9.524,9.524,0.0,90.024,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.245,31.755000000000003,0.0,0.0,0.0,0.0,63.496,0.0,0.0,4.749,130.0,130.0,130.0,46.544,50.32,31.994,17.686,6.427,1.458,0.871,0.128,0.552,0.044000000000000004,0.319,0.39,0.243,0.003,0.7090000000000001,0.0,0.0,0.0,0.0,0.0,7.296,1.416,1.686,19.0
ES000960,8022,BUGARRA                            ,ES,ES_CEDEX,,-0.78285372,39.60496337,-0.782853725538416,39.60496337013619,160,5375.0,5280.775,0,1.7530232558139605,1912-03-27,2019-09-30,78,896,27065,10227,12204.0,0.0,27065.0,0.0,E,,584,17,"['ES000952', 'ES000953', 'ES000954', 'ES000956', 'ES000958', 'ES000960', 'ES000965', 'ES000966', 'ES000969', 'ES001016', 'ES001019', 'ES001020', 'ES001021', 'ES001022', 'ES001029', 'ES001045', 'ES001047']",0.178,0.149,0.562,1.975,0.856,204.587,20.742,0.047,0.363,0.042,1.0,7.287,8.07,0.0,1.185,2.971,2.507,-0.026,0.031,24.927,1.39,3.0,291.286,7.349,4.0,2016.727,1134.127,155.844,8.895,19.928,18.096,0.524,0.167,8,2.165,0.0,1.056,90.10300000000001,7.982,6.525,1.457,33.076,57.027,1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.357,65.617,3.213,2.812,0.0,10.612,10.997,0.0,4.729,2.019,60.756,150.0,0.0,48.96,35.312,37.9,26.258,12.77,1.359,1.342,0.066,0.415,0.002,0.157,0.079,0.293,0.463,0.236,4.0,4.0,4.0,5.79,315.87,0.886,70.903,83.055,1.0
IEOP0050,14004,Clonbulloge,IE,IE_OPW,FIGILE,-7.08685361,53.25865583,-7.086853611,53.25865583,,268.0,263.856,0,1.54626865671642,1972-01-01,2023-06-26,52,618,18749,7668,56.0,4660.0,0.0,14090.0,C,,1254,1,['IEOP0050'],1.328,0.541,1.146,1.753,0.662,136.896,24.336,0.308,3.535,0.234,2.0,13.909,12.31,0.0,2.422,1.753,0.723,-0.039,0.008,12.681,1.104,1.0,196.055,3.379,3.0,221.82,78.393,62.413,0.78,97.787,0.0,0.498,0.186,8,45.222,0.0,0.0,98.352,0.0,0.0,0.0,11.843,86.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,80.635,35.746,36.688,27.566,9.965,0.912,16.183,0.181,0.674,0.005,0.037,0.475,0.04,0.075,0.512,0.0,0.0,0.0,0.0,0.0,1.901,0.0,0.002,5.0
DENI1923,5934140,Lüchow,DE,DE_NI,Elbe/Labe,11.15793591225427,52.96249584377791,11.15812563313594,52.96718893927163,11.98,1300.0,1353.072,1,-4.08246153846153,1966-11-01,2017-12-31,52,614,18689,18689,0.0,0.0,18689.0,0.0,B,,170,6,"['DEST1816', 'DEST1817', 'DEST1818', 'DEST1819', 'DEST1820', 'DENI1923']",0.388,0.245,1.297,1.715,0.733,149.56,18.531,0.097,0.932,0.391,2.5,8.638,5.457,0.0,1.56,2.056,1.318,0.196,0.044,17.443,1.151,4.0,243.636,4.342,3.0,135.581,44.537,11.614,1.066,95.569,0.0,0.615,0.17,11,34.194,0.0,0.0,21.856,77.768,77.768,0.0,21.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.63499999999999,0.0,0.0,0.365,0.0,0.0,3.398,96.237,0.0,0.0,129.518,130.0,0.0,49.053,66.836,20.145,12.648,6.546,1.459,4.024,0.144,0.583,0.028999999999999998,0.593,0.15,0.222,0.001,0.743,0.0,0.0,2.0,4.95,31.41,4.244,243.415,78.611,34.0
DERP1994,2549070500,Uffhofen,DE,DE_RP,Wiesbach,8.028,49.784,8.028,49.784,,84.9,85.0,0,-0.1177856301531146,1956-11-01,2021-12-31,66,779,23701,23071,101.0,0.0,23701.0,0.0,B,,1,1,['DERP1994'],0.26,0.158,2.101,1.69,0.705,169.349,25.348,0.058,0.763,2.681,2.32,13.053,5.165,0.0,1.65,2.116,1.282,0.151,0.043,18.314,1.178,4.0,243.16,4.395,3.0,492.15,303.723,145.151,5.136,32.573,1.617,0.535,0.156,2,1.02,29.185,54.959,0.327,15.529,6.118,9.411,0.327,0.0,54.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366,22.819,0.0,66.759,27.884,5.357163343428307,0.0,0.0,0.0,0.0,0.0,0.0,121.86,130.0,30.0,51.121,38.012,36.64,25.349,9.151,1.379,1.419,0.165,0.583,0.028,0.427,0.079,0.454,0.001,0.506,0.0,0.0,0.0,0.0,0.0,2.839,0.0,0.0,17.0
FR000638,I903101001,I9031010,FR,FR_EAUFRANCE,La Sélune à Notre-Dame-du-Touchet,-0.969947,48.598371,-0.969947,48.598371,76,203.4,203.931,0,-0.2610619469026577,1991-03-08,2023-09-30,33,389,11664,9600,231.0,11543.0,0.0,121.0,A,,716,1,['FR000638'],1.129,0.458,1.737,3.895,0.616,127.0,16.704,0.097,3.83,8.049,2.339,86.199,11.523,0.0,2.349,2.094,0.892,-0.187,0.01,14.668,1.154,1.0,219.975,4.25,4.0,337.926,176.102,76.298,3.259,54.786,0.192,0.763,0.115,10,1.217,8.352,0.0,0.0,91.648,1.816,89.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.352,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,119.951,130.0,30.0,51.728,43.084,36.97,19.946,6.044,1.424,1.31,0.127,0.687,0.02,0.151,0.7659999999999999,0.063,0.001,0.9169999999999999,0.0,0.0,0.0,0.0,0.0,1.333,0.442,0.767,2.0
FR001574,O153291001,O1532910,FR,FR_EAUFRANCE,Le Grand Hers à Roumengoux,1.934243,43.082528,1.934243,43.082528,305,587.0,588.442,0,-0.2456558773424203,1993-07-01,2023-09-30,31,363,11047,9701,2.0,9389.0,0.0,1658.0,C,,541,17,"['FR004131', 'FR004132', 'FR004133', 'FR004134', 'FR004135', 'FR004136', 'FR004137', 'FR004138', 'FR001566', 'FR001567', 'FR001568', 'FR001569', 'FR001570', 'FR001571', 'FR001572', 'FR001573', 'FR001574']",1.003,0.443,1.179,1.605,0.618,175.69,29.17,0.275,2.716,5.068,1.854,5.668,6.538,0.0,2.281,2.339,1.025,-0.035,0.033,18.559,1.24,3.0,244.684,4.485,4.0,2327.901,760.739,306.457,13.152,10.688,36.382,0.599,0.208,9,1.028,0.199,9.64,80.923,9.238,3.888,5.35,54.272,26.651,9.64,0.0,0.0,0.0,0.0,0.0,0.0,0.199,0.0,0.0,0.0,81.908,5.278,12.814,0.0,0.0,0.0,0.0,0.0,0.0,96.757,130.0,30.0,47.082,52.516,27.844,19.64,10.285,1.451,1.045,0.211,0.675,0.015,0.022,0.279,0.572,0.1,0.30100000000000005,1.0,1.0,2.0,4.63,63.37,3.946,4.46,3.576,4.0
PL000134,151150170,ŚWIERZAWA,PL,PL_IMGW,Kaczawa (138),15.88765805555555,51.01784916666666,15.88765805555555,51.01784916666666,,136.4,138.0,0,-1.1730205278592334,1960-11-01,2022-10-31,63,744,22645,22645,0.0,0.0,22645.0,0.0,B,,43,1,['PL000134'],0.735,0.429,0.733,1.696,0.618,182.066,42.477,0.172,1.903,4.016,2.024,9.129,7.256,0.0,1.736,2.013,1.159,0.423,0.095,17.062,1.195,4.0,247.147,4.193,3.0,717.682,421.109,261.9,6.03,31.007,5.273,0.606,0.124,2,1.056,3.174,70.724,0.0,26.102,20.762,5.34,0.0,0.0,70.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.284,1.89,21.203,0.216,78.581,0.0,0.0,0.0,0.0,0.0,21.203,0.0,45.109,130.0,30.0,49.987,51.146,31.825,17.029,10.38,1.462,1.506,0.162,0.572,0.065,0.314,0.162,0.45199999999999996,0.004,0.476,0.0,0.0,1.0,0.15,0.41,8.593,0.698,0.076,10.0
ES001197,7063,CONTRAPARADA                       ,ES,ES_CEDEX,,-1.21410267,38.00949102,-1.214102670919898,38.00949102700589,60,9600.0,10839.727,2,-12.913822916666676,1968-10-01,2019-09-30,52,609,18469,17166,158.0,0.0,18469.0,0.0,B,,596,53,"['ES001144', 'ES001145', 'ES001146', 'ES001147', 'ES001148', 'ES001149', 'ES001150', 'ES001151', 'ES001152', 'ES001153', 'ES001154', 'ES001155', 'ES001156', 'ES001157', 'ES001158', 'ES001159', 'ES001160', 'ES001161', 'ES001162', 'ES001163', 'ES001167', 'ES001175', 'ES001176', 'ES001177', 'ES001179', 'ES001181', 'ES001182', 'ES001183', 'ES001184', 'ES001186', 'ES001187', 'ES001189', 'ES001190', 'ES001191', 'ES001192', 'ES001193', 'ES001194', 'ES001195', 'ES001196', 'ES001197', 'ES001199', 'ES001201', 'ES001202', 'ES001203', 'ES001205', 'ES001209', 'ES001213', 'ES001214', 'ES001215', 'ES001216', 'ES001217', 'ES001218', 'ES001223', 'ES001224', 'ES001228', 'ES001230']",0.067,0.074,0.393,2.818,0.724,225.898,28.65,0.005,0.175,0.87,2.444,51.379,12.735,0.008,0.902,3.275,3.631,-0.051,0.005,25.281,1.422,3.0,307.477,9.695,4.0,2066.997,792.065,59.495,7.965,30.897,16.503,0.677,0.175,8,3.389,0.058,0.016,84.439,14.168999999999999,1.722,12.447,30.514,53.925,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,38.534000000000006,59.404,1.418,0.6445633914340998,0.0,8.722,27.302,0.0,1.865,0.645,61.076,150.0,0.0,51.324,35.16,37.519,26.73,12.169,1.355,1.219,0.052,0.351,0.008,0.121,0.30500000000000005,0.258,0.30400000000000005,0.42600000000000005,25.0,16.0,11.0,13.67,730.75,0.422,761.062,968.812,2.0
HU000026,1726,Sajópüspöki,HU,HU_CONTACTFORM,Sajó,20.34006,48.28248,20.34006,48.28248,148.4,3224.0,3200.0,0,0.7444168734491315,1964-04-03,2022-12-31,48,440,9190,5136,12267.0,0.0,9190.0,0.0,E,,2,2,"['HU000026', 'SKGR0013']",0.554,0.309,1.081,2.299,0.638,179.0,35.545,0.118,1.634,4.372,2.558,12.122,4.178,0.0,1.695,2.258,1.332,0.486,0.1,18.369,1.261,4.0,251.895,4.561,1.0,1472.91,459.903,150.786,10.421,19.396,27.847,0.594,0.174,10,4.808,19.705,6.631,26.088,46.616,16.809,29.807,16.035,10.053,5.793,0.077,0.761,0.0,0.0,0.0,15.065,0.054,0.025,4.561,34.29899999999999,37.133,14.05,14.516048570093703,0.0,0.0,16.403,0.516,17.38,0.0,118.061,130.0,30.0,51.886,46.888,33.981,19.131,9.573,1.434,1.3,0.19,0.582,0.028,0.245,0.157,0.537,0.028,0.402,3.0,3.0,8.0,2.3,12.23,6.172,61.052,28.1,0.0
FR004501,U107402001,L'Ognon Ã  Pin,FR,FR_EAUFRANCE,L'Ognon à Pin,5.866267,47.316729,5.866267,47.316729,201,1691.0,1686.11,0,0.289178001182738,2000-09-23,2023-09-30,24,277,8408,8408,0.0,7045.0,31.0,1332.0,C,,27,10,"['FR004497', 'FR004498', 'FR004499', 'FR004500', 'FR004501', 'FR002183', 'FR002184', 'FR002185', 'FR002186', 'FR002187', 'FR002188']",1.429,0.481,1.148,2.951,0.549,133.591,25.105,0.157,4.991,5.973,2.776,68.034,18.012,0.0,3.162,2.268,0.717,-0.066,0.03,15.919,1.172,1.0,214.75,3.971,4.0,1216.102,356.797,201.395,5.558,40.385,7.256,0.519,0.197,8,1.856,6.699999999999999,0.0,70.56,22.739,8.727,14.012,11.999,58.561,0.0,0.0,0.0,0.0,0.0,0.0,2.835,0.318,0.969,2.578,16.244,64.171,3.1670000000000003,16.41873877231957,0.0,0.0,10.93,0.0,5.314,0.0,86.207,130.0,30.0,49.988,46.102,31.476,22.422,8.765,1.426,1.089,0.204,0.674,0.036000000000000004,0.116,0.332,0.49899999999999994,0.01,0.448,0.0,0.0,5.0,1.18,4.51,2.609,1.15,0.566,13.0
DEBY0801,18643006,Berchtesgadener Land,DE,DE_BY,Saalach,12.90024282313657,47.74731269820101,12.90024282313657,47.74731269820101,451.12,1034.2,1036.69,0,-0.2407658093212153,1950-11-01,2023-08-19,74,832,24588,24168,2002.0,0.0,24588.0,0.0,C,,2,6,"['AT000141', 'AT000142', 'AT000143', 'AT000144', 'DEBY0801', 'DEBY0841']",3.479,0.841,1.337,1.974,0.702,225.123,12.267,1.017,8.418,0.535,1.2,0.877,2.269,0.0,4.119,1.83,0.444,0.411,0.204,14.668,1.213,4.0,194.612,3.327,1.0,2776.789,1243.224,451.237,23.443,4.953,76.38,0.618,0.161,8,1.009,1.83,30.18,67.421,0.536,0.536,0.0,1.087,66.334,30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,4.874,55.83,0.0,39.296,0.0,0.0,4.874,0.0,0.0,0.0,50.99,130.0,0.0,45.694,39.757,35.787,18.783,11.64,1.341,1.605,0.146,0.49,0.027,0.0,0.116,0.584,0.264,0.116,1.0,1.0,4.0,0.91,8.14,23.613,0.0,0.857,46.0
FR002433,V163002003,V1630010,FR,FR_EAUFRANCE,Le Rhône à Lagnieu,5.402072,45.8596,5.402072,45.8596,197,15380.0,15349.118,0,0.2007932379713888,1920-01-01,1992-12-31,73,876,26664,26664,0.0,26664.0,0.0,0.0,A,,27,170,"['CH000001', 'CH000002', 'CH000007', 'CH000014', 'CH000037', 'CH000055', 'CH000057', 'CH000058', 'CH000067', 'CH000072', 'CH000085', 'CH000086', 'CH000106', 'CH000108', 'CH000111', 'CH000136', 'CH000140', 'CH000141', 'CH000165', 'CH000168', 'CH000170', 'CH000179', 'CH000180', 'CH000189', 'CH000191', 'CH000256', 'CH000257', 'CH000258', 'CH000263', 'CH000270', 'CH000272', 'CH000273', 'CH000274', 'CH000275', 'CH000277', 'CH000278', 'CH000280', 'CH000281', 'CH000282', 'CH000283', 'CH000284', 'CH000286', 'FR004624', 'FR004625', 'FR004626', 'FR004627', 'FR004628', 'FR004629', 'FR004630', 'FR004631', 'FR004632', 'FR004633', 'FR004634', 'FR004635', 'FR004636', 'FR004637', 'FR004638', 'FR004639', 'FR004640', 'FR004641', 'FR004642', 'FR004643', 'FR004644', 'FR004645', 'FR004646', 'FR004647', 'FR004648', 'FR004649', 'FR004650', 'FR002329', 'FR002330', 'FR002331', 'FR002332', 'FR002333', 'FR002334', 'FR002335', 'FR002336', 'FR002337', 'FR002338', 'FR002339', 'FR002340', 'FR002341', 'FR002342', 'FR002343', 'FR002344', 'FR002345', 'FR002346', 'FR002347', 'FR002348', 'FR002349', 'FR002350', 'FR002351', 'FR002352', 'FR002353', 'FR002354', 'FR002355', 'FR002356', 'FR002357', 'FR002358', 'FR002359', 'FR002360', 'FR002361', 'FR002362', 'FR002363', 'FR002364', 'FR002365', 'FR002366', 'FR002367', 'FR002368', 'FR002369', 'FR002370', 'FR002371', 'FR002372', 'FR002373', 'FR002374', 'FR002375', 'FR002376', 'FR002377', 'FR002378', 'FR002379', 'FR002380', 'FR002381', 'FR002382', 'FR002383', 'FR002384', 'FR002385', 'FR002386', 'FR002387', 'FR002388', 'FR002389', 'FR002390', 'FR002391', 'FR002392', 'FR002393', 'FR002394', 'FR002395', 'FR002396', 'FR002397', 'FR002398', 'FR002399', 'FR002400', 'FR002401', 'FR002402', 'FR002403', 'FR002404', 'FR002405', 'FR002406', 'FR002407', 'FR002408', 'FR002409', 'FR002410', 'FR002411', 'FR002412', 'FR002413', 'FR002414', 'FR002415', 'FR002416', 'FR002417', 'FR002418', 'FR002419', 'FR002420', 'FR002421', 'FR002422', 'FR002423', 'FR002424', 'FR002425', 'FR002426', 'FR002427', 'FR002428', 'FR002429', 'FR002430', 'FR002431', 'FR002433']",2.604,0.75,1.033,1.331,0.77,199.452,19.954,1.064,4.93,,,,,0.0,3.523,1.937,0.55,-0.02,0.187,15.035,1.174,1.0,205.484,3.743,1.0,4786.045,1283.726,198.569,17.429,17.578,50.539,0.486,0.158,8,2.59,6.405,11.918,49.194,30.281,17.607,12.674,19.81,29.384,11.918,0.0,0.0,0.0,0.0,3.293,2.498,0.128,0.0,0.486,18.092,40.206999999999994,18.328000000000003,23.372999999999998,0.0,0.0,10.553,0.125,0.0,7.414,68.455,130.0,0.0,39.089,38.786,26.526,16.533,8.338,1.17,1.21,0.138,0.452,0.066,0.067,0.17300000000000001,0.33799999999999997,0.302,0.24000000000000002,50.0,24.0,30.0,659.81,93999.83,20.123,249.801,357.4,49.0
AT000323,209361,Tuernitz Markt,AT,AT_EHYD,Tuernitztraisen,15.48682269,47.92787311,15.48682269144816,47.92787311362246,459,103.0,102.86,0,0.1359223300970879,1981-01-02,2019-12-31,39,468,14243,14243,0.0,0.0,14243.0,0.0,B,,2,1,['AT000323'],2.556,0.874,1.324,1.486,0.684,184.184,24.533,0.941,6.35,1.641,1.561,0.128,1.25,0.0,2.911,1.962,0.674,0.384,0.138,16.859,1.219,4.0,220.35,3.604,1.0,1366.753,826.187,458.781,21.653,1.215,78.001,0.636,0.106,8,0.634,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.81,50.0,30.0,48.174,35.543,42.714,21.743,14.8,1.395,2.03,0.187,0.624,0.008,0.0,0.073,0.871,0.048,0.073,0.0,0.0,0.0,0.0,0.0,12.368,0.0,0.0,0.0
